ObjectType,LookInfoKey,ObjectName,IsVariation,BaseObejctName,VariationFrom,Desc,Mesh,Material,Animset,PhysicAsset,ActionObject,PartsMesh_1,PartsMesh_2,PartsMesh_3,ParticleSystem
MN,EFDLChar_MN_CPTBR_00.MN_CPTBR_00,MN_CPTBR_00,False,MN_CPTBR_00,MN_CPTBR_00,몽환_비질리아,MN_CPTBR_00.Mesh.MN_CPTBR_00_SK,,MN_CPTBR_00.Ani.MN_CPTBR_00_Ani,MN_CPTBR_00.Ani.MN_CPTBR_00_Physics,,,,,
MN,EFDLChar_MN_CPTCR_00.MN_CPTCR_00,MN_CPTCR_00,False,MN_CPTCR_00,MN_CPTCR_00,몽환_코쿠릴레움,MN_CPTCR_00.Mesh.MN_CPTCR_00_SK,,MN_CPTCR_00.Ani.MN_CPTCR_00_Ani,MN_CPTCR_00.Ani.MN_CPTCR_00_Physics,,MN_CPTCR_00.Mesh.MN_CPTCR_00_WP_SK,,,fx_mn_01.Par_D_PAVR_Default_03
MN,EFDLChar_MN_CPTKT_00.MN_CPTKT_00,MN_CPTKT_00,False,MN_CPTKT_00,MN_CPTKT_00,몽환_코나티,MN_CPTKT_00.Mesh.MN_CPTKT_00_SK,,MN_CPTKT_00.Ani.MN_CPTKT_00_Ani,MN_CPTKT_00.Ani.MN_CPTKT_00_Physics,,,,,
MN,EFDLChar_MN_CPTPP_00.MN_CPTPP_00,MN_CPTPP_00,False,MN_CPTPP_00,MN_CPTPP_00,몽환_푸페트,MN_CPTPP_00.Mesh.MN_CPTPP_00_SK,,MN_CPTPP_00.Ani.MN_CPTPP_00_Ani,MN_CPTPP_00.Mesh.MN_CPTPP_00_Physics,,MN_CPTPP_00.Mesh.MN_CPTPP_00_Weapon_SK,,,FX_CM_01.Glitter.Par_B_CPTPPEye_001
mn,EFDLChar_MN_CVBS_00.mn_cvbs_00,mn_cvbs_00,False,mn_cvbs_00,mn_cvbs_00,붉은안개정령,mn_cvbs_00.Mesh.MN_CVBS_00_sk,,mn_sqds_00.Ani.mn_sqds_00_Ani,mn_sqds_00.Ani.MN_SQDS_00_Physics,,,,,fx_mn_01.Par_B_SQDSAura_002
MN,EFDLChar_MN_CVMW_00.MN_CVMW_00,MN_CVMW_00,False,MN_CVMW_00,MN_CVMW_00,이끼늑대,MN_CVMW_00.Mesh.MN_CVMW_00_SK,,MN_CVMW_00.Ani.mn_cvmw_00_Ani,MN_CVMW_00.Ani.MN_CVMW_00_Physics,,,,,
MN,EFDLChar_MN_CVRG_00.MN_CVRG_00,MN_CVRG_00,False,MN_CVRG_00,MN_CVRG_00,바위조각 골렘,MN_CVRG_00.Mesh.MN_CVRG_00_SK,,NP_PANI_00.Ani.NP_PANI_00_Ani,NP_PANI_00.Mesh.NP_PANI_00_Physics,,,,,fx_mn_02.Par_E_CVRG_Aura_01
MN,EFDLChar_MN_CVSS_00.MN_CVSS_00,MN_CVSS_00,False,MN_CVSS_00,MN_CVSS_00,병사의 망령,MN_CVSS_00.Mesh.MN_CVSS_00_SK,,NP_LHCN_00.Ani.NP_LHCN_00_Ani,MN_CVWP_00.Ani.MN_CVWP_00_Physics,,MN_CVSS_00.Mesh.MN_CVSS_00_Weapon_SK,,,
MN_CVSS,EFDLChar_MN_CVSS_00_GS.MN_CVSS_00_GS,MN_CVSS_00_GS,True,MN_CVSS_00_00,MN_CVSS_00_GS,병사의 망령_지스타,MN_CVSS_00.Mesh.MN_CVSS_00_SK,,NP_LHCN_00.Ani.NP_LHCN_00_Ani,MN_CVSS_00.Mesh.MN_CVSS_00_Physics,,MN_CVSS_00.Mesh.MN_CVSS_00_Weapon_SK,,,
MN,EFDLChar_MN_CVWP_00.MN_CVWP_00,MN_CVWP_00,False,MN_CVWP_00,MN_CVWP_00,화이트펜,MN_CVWP_00.Mesh.MN_CVWP_00_SK,,MN_CVWP_00.Ani.MN_CVWP_00_ani,MN_CVWP_00.Ani.MN_CVWP_00_Physics,,MN_CVWP_00.Mesh.Weapon_R,,,
MN,EFDLChar_MN_DPBR_00.MN_DPBR_00,MN_DPBR_00,False,MN_DPBR_00,MN_DPBR_00,바오룽,MN_DPBR_00.Mesh.MN_DPBR_00_SK,,MN_DPBR_00.Ani.MN_DPBR_00_Ani,MN_DPBR_00.Ani.MN_DPBR_00_Physics,,,,,
MN,EFDLChar_MN_DPBR_00-1.MN_DPBR_00-1,MN_DPBR_00-1,True,MN_DPBR_00,MN_DPBR_00,붉은털 바위곰,MN_DPBR_00.Mesh.MN_DPBR_00_SK,MN_DPBR_00-1.Mat.MN_DPBR_00-1_MI,MN_DPBR_00.Ani.MN_DPBR_00_Ani,MN_DPBR_00.Ani.MN_DPBR_00_Physics,,,,,
MN,EFDLChar_MN_DPBR_01.MN_DPBR_01,MN_DPBR_01,True,MN_DPBR_00,MN_DPBR_01,백곰,MN_DPBR_01.Mesh.MN_DPBR_01_SK,,MN_DPBR_00.Ani.MN_DPBR_00_Ani,MN_DPBR_00.Ani.MN_DPBR_00_Physics,,,,,
MN,EFDLChar_MN_DPBR_01-1.MN_DPBR_01-1,MN_DPBR_01-1,True,MN_DPBR_00,MN_DPBR_01,갈색곰,MN_DPBR_01.Mesh.MN_DPBR_01_Sk,MN_DPBR_01-1.Mat.MN_DPBR_01-1_MI,MN_DPBR_00.Ani.MN_DPBR_00_Ani,MN_DPBR_00.Ani.MN_DPBR_00_Physics,,,,,
MN,EFDLChar_MN_DPBS_00.MN_DPBS_00,MN_DPBS_00,False,MN_DPBS_00,MN_DPBS_00,청슈,MN_DPBS_00.Mesh.MN_DPBS_00_SK,,MN_DPBS_00.Ani.MN_DPBS_00_Ani,MN_DPBS_00.Ani.MN_DPBS_00_Physics,,,,,
MN,EFDLChar_MN_DPBS_00-1.MN_DPBS_00-1,MN_DPBS_00-1,True,MN_DPBS_00,MN_DPBS_00,청슈-1  라쿠니,MN_DPBS_00.Mesh.MN_DPBS_00_SK,MN_DPBS_00-1.Mat.MN_DPBS_00-1_MI,MN_DPBS_00.Ani.MN_DPBS_00_Ani,MN_DPBS_00.Ani.MN_DPBS_00_Physics,,,,,
MN_DPBS,EFDLChar_MN_DPBS_00_1.MN_DPBS_00_1,MN_DPBS_00_1,True,MN_DPBS_00_00,MN_DPBS_00_1,청슈_1  라쿠니라자,MN_DPBS_00_1.Mesh.MN_DPBS_00_1_SK,MN_DPBS_00_1.Mat.MN_DPBS_00_1_MI,,,,,,,
MN,EFDLChar_MN_DPBS_01.MN_DPBS_01,MN_DPBS_01,True,MN_DPBS_00,MN_DPBS_01,청슈_01 라쿠니라자,MN_DPBS_01.Mesh.MN_DPBS_01_SK,,MN_DPBS_01.Ani.MN_DPBS_01_Ani,MN_DPBS_01.Mesh.MN_DPBS_01_Physics,,,,,
MN,EFDLChar_MN_DPCM_00.MN_DPCM_00,MN_DPCM_00,False,MN_DPCM_00,MN_DPCM_00,구름쇠 ,MN_DPCM_00.Mesh.MN_DPCM_00_SK,,MN_DPCM_00.Ani.MN_DPCM_00_Ani,MN_DPCM_00.Ani.MN_DPCM_00_Physics,,,,,
MN,EFDLChar_MN_DPCM_00-1.MN_DPCM_00-1,MN_DPCM_00-1,True,MN_DPCM_00,MN_DPCM_00,바람쇠,MN_DPCM_00.Mesh.MN_DPCM_00_SK,MN_DPCM_00-1.Mat.MN_DPCM_00-1_MI,MN_DPCM_00.Ani.MN_DPCM_00_Ani,MN_DPCM_00.Ani.MN_DPCM_00_Physics,,,,,
MN,EFDLChar_MN_DPCM_00-2.MN_DPCM_00-2,MN_DPCM_00-2,True,MN_DPCM_00,MN_DPCM_00,강쇠,MN_DPCM_00.Mesh.MN_DPCM_00_SK,MN_DPCM_00-2.Mat.MN_DPCM_00-2_MI,MN_DPCM_00.Ani.MN_DPCM_00_Ani,MN_DPCM_00.Ani.MN_DPCM_00_Physics,,,,,
MN,EFDLChar_MN_DPDF_00.MN_DPDF_00,MN_DPDF_00,False,MN_DPDF_00,MN_DPDF_00,욕망의 파편,MN_DPDF_00.Mesh.MN_DPDF_00_SK,,MN_DPDF_00.Ani.MN_DPDF_00_Ani,MN_DPDF_00.Ani.MN_DPDF_00_Physics,,,,,FX_MN_03.Par_G_DPDF_001
MN,EFDLChar_MN_DPGL_00.MN_DPGL_00,MN_DPGL_00,False,MN_DPGL_00,MN_DPGL_00,건장한 기루 종업원,MN_DPGL_00.Mesh.MN_DPGL_00_SK,,MN_DPGL_00.Ani.MN_DPGL_00_Ani,MN_DPGL_00.Ani.MN_DPGL_00_Physics,,WP_NP_RABD_00.Mesh.WP_NP_RABD_00_SK,,,
MN,EFDLChar_MN_DPGL_00-1.MN_DPGL_00-1,MN_DPGL_00-1,True,MN_DPGL_00,MN_DPGL_00,건장한 기루 종업원 베리-1,MN_DPGL_00.Mesh.MN_DPGL_00_SK,MN_DPGL_00-1.Mat.MN_DPGL_00-1_MI,MN_DPGL_00.Ani.MN_DPGL_00_Ani,MN_DPGL_00.Ani.MN_DPGL_00_Physics,,WP_NP_RABD_00.Mesh.WP_NP_RABD_00_SK,,,
MN_DPGL,EFDLChar_MN_DPGL_00_FGT.MN_DPGL_00_FGT,MN_DPGL_00_FGT,True,MN_DPGL_00_00,MN_DPGL_00_FGT,일꾼 FGT,MN_DPGL_00.Mesh.MN_DPGL_00_SK,,MN_DPGL_00.Ani.MN_DPGL_00_Ani_FGT,MN_DPGL_00.Ani.MN_DPGL_00_Physics,,WP_NP_RABD_00.Mesh.WP_NP_RABD_00_SK,,,
MN,EFDLChar_MN_DPHC_00.MN_DPHC_00,MN_DPHC_00,False,MN_DPHC_00,MN_DPHC_00,주방장,MN_DPHC_00.Mesh.MN_DPHC_00_SK,,MN_DPHC_00.Ani.MN_DPHC_00_Ani,MN_DPHC_00.Ani.MN_DPHC_00_Physics,,MN_DPHC_00.Mesh.WP_MN_DPHC_00_SK,,,
MN,EFDLChar_MN_DPTM_00.MN_DPTM_00,MN_DPTM_00,False,MN_DPTM_00,MN_DPTM_00,타마,MN_DPTM_00.Mesh.MN_DPTM_00_SK,,MN_DPTM_00.Ani.MN_DPTM_00_Ani,MN_DPTM_00.Ani.MN_DPTM_00_Physics,,,,,
MN,EFDLChar_MN_DUMMY_TEST.MN_Dummy_TEST,MN_Dummy_TEST,True,MN_Dummy_00,MN_Dummy_TEST,3등분파괴 거대몬스터,MN_Dummy_TEST.Mesh.Dummy_TEST,,,,,,,,
MN,EFDLChar_MN_ELAH_00.MN_ELAH_00,MN_ELAH_00,False,MN_ELAH_00,MN_ELAH_00,닥터 아이히만,MN_ELAH_00.Mesh.MN_ELAH_00_SK,,MN_ELAH_00.Ani.MN_ELAH_00_Ani,MN_ELAH_00.Ani.MN_ELAH_00_Physics,,,,,fx_mn_01.Par_D_ELAH_Default_01
MN,EFDLChar_MN_ELID_00.MN_ELID_00,MN_ELID_00,False,MN_ELID_00,MN_ELID_00,강철 도베르만,MN_ELID_00.Mesh.MN_ELID_00_SK,,MN_ELID_00.Ani.MN_ELID_00_Ani,MN_ELID_00.Ani.MN_ELID_00_Physics,,,,,
MN,EFDLChar_MN_ELMB_00.MN_ELMB_00,MN_ELMB_00,False,MN_ELMB_00,MN_ELMB_00,기계형제_형(골스운트),MN_ELMB_00.Mesh.MN_ELMB_00_SK,,MN_ELMB_00.Ani.MN_ELMB_00_Ani,MN_ELMB_00.Ani.MN_ELMB_00_Physics,,MN_ELMB_00.Mesh.MN_ELMB_00_Weapon_SK,,,
MN,EFDLChar_MN_ELMB_00-1.MN_ELMB_00-1,MN_ELMB_00-1,True,MN_ELMB_00,MN_ELMB_00,기계형제_동생(베니하운트),MN_ELMB_00.Mesh.MN_ELMB_00_SK,MN_ELMB_00-1.Mat.MN_ELMB_00-1_MI,MN_ELMB_00.Ani.MN_ELMB_00_Ani,MN_ELMB_00.Ani.MN_ELMB_00_Physics,,MN_ELMB_00-1.Mesh.MN_ELMB_00-1_Weapon_SK,,,
MN,EFDLChar_MN_ELMS_00.MN_ELMS_00,MN_ELMS_00,False,MN_ELMS_00,MN_ELMS_00,마나 감지기,MN_ELMS_00.Mesh.MN_ELMS_00_SK,,MN_ELMS_00.Ani.MN_ELMS_00_Ani,MN_ELMS_00.Ani.MN_ELMS_00_Physics,,,,,
MN,EFDLChar_MN_FSHBM_00.MN_FSHBM_00,MN_FSHBM_00,False,MN_FSHBM_00,MN_FSHBM_00,베티모스,MN_FSHBM_00.Mesh.MN_FSHBM_00_SK,,MN_FSHBM_00.Ani.MN_FSHBM_00_Ani,MN_FSHBM_00.Mesh.MN_FSHBM_00_Physics,,,,,
MN,EFDLChar_MN_FSHBM_00-1.MN_FSHBM_00-1,MN_FSHBM_00-1,True,MN_FSHBM_00,MN_FSHBM_00,베티모스-1 점박이베티모스,MN_FSHBM_00.Mesh.MN_FSHBM_00_SK,MN_FSHBM_00-1.Mat.MN_FSHBM_00-1_MI,,,,,,,
N,EFDLChar_MN_FSHBM_00-1.N_FSHBM_00-1,N_FSHBM_00-1,True,N_FSHBM_00,N_FSHBM_00,베티모스-1 점박이베티모스,MN_FSHBM_00.Mesh.MN_FSHBM_00_SK,MN_FSHBM_00-1.Mat.MN_FSHBM_00-1_MI,MN_FSHBM_00.Ani.MN_FSHBM_00_Ani,MN_FSHBM_00.Mesh.MN_FSHBM_00_Physics,,,,,
MN,EFDLChar_MN_FSHBM_01.MN_FSHBM_01,MN_FSHBM_01,True,MN_FSHBM_00,MN_FSHBM_01,악어,MN_FSHBM_01.Mesh.MN_FSHBM_01_SK,,MN_FSHBM_00.Ani.MN_FSHBM_00_Ani,MN_FSHBM_00.Mesh.MN_FSHBM_00_Physics,,,,,
MN,EFDLChar_MN_FSHSH_00.MN_FSHSH_00,MN_FSHSH_00,False,MN_FSHSH_00,MN_FSHSH_00,샹크라마,MN_FSHSH_00.Mesh.MN_FSHSH_00_SK,,MN_FSHSH_00.Ani.MN_FSHSH_00_Ani,MN_FSHSH_00.Mesh.MN_FSHSH_00_Physics,,,,,
MN,EFDLChar_MN_FZAN_00.MN_FZAN_00,MN_FZAN_00,False,MN_FZAN_00,MN_FZAN_00,도끼 든 너트,MN_FZAN_00.Mesh.MN_FZAN_00_SK,,MN_FZAN_00.Ani.MN_FZAN_00_Ani,MN_FZAN_00.Ani.MN_FZAN_00_Physics,,MN_FZAN_00.Mesh.MN_FZAN_00_WP,,,
MN,EFDLChar_MN_FZBW_00.MN_FZBW_00,MN_FZBW_00,False,MN_FZBW_00,MN_FZBW_00,감염된 볼트 전사,MN_FZBW_00.Mesh.MN_FZBW_00_SK,,MN_FZBW_00.Ani.MN_FZBW_00_Ani,MN_FZBW_00.Ani.MN_FZBW_00_Physics,,MN_FZBW_00.Mesh.WP_MN_FZBW_00_SK,,,
MN,EFDLChar_MN_FZBW_01.MN_FZBW_01,MN_FZBW_01,True,MN_FZBW_00,MN_FZBW_01,감염된 볼트 전사 1,MN_FZBW_00.Mesh.MN_FZBW_00_SK,MN_FZBW_01.Mat.MN_FZBW_01_MI,MN_FZBW_01.Ani.MN_FZBW_01_Ani,MN_FZBW_00.Ani.MN_FZBW_00_Physics,,MN_FZBW_01.Mesh.WP_MN_FZBW_01_SK,,,
MN,EFDLChar_MN_FZDD_00.MN_FZDD_00,MN_FZDD_00,False,MN_FZDD_00,MN_FZDD_00,검은나귀 상단원,MN_FZDD_00.Mesh.MN_FZDD_00_SK,,MN_FZDD_00.Ani.MN_FZDD_00_Ani,MN_FZDD_00.Ani.MN_FZDD_00_Physics,,MN_FZDD_00.Mesh.Weapon_Sword_00_SK,,,
MN,EFDLChar_MN_FZDD_00-1.MN_FZDD_00-1,MN_FZDD_00-1,True,MN_FZDD_00,MN_FZDD_00,검은나귀 상단원1,MN_FZDD_00.Mesh.MN_FZDD_00_SK,MN_FZDD_00-1.Mat.MN_FZDD_00-1_MI,MN_FZDD_00.Ani.MN_FZDD_00_Ani,MN_FZDD_00.Ani.MN_FZDD_00_Physics,,MN_FZDD_00.Mesh.Weapon_Sword_00_SK,,,
MN,EFDLChar_MN_FZDD_00-2.MN_FZDD_00-2,MN_FZDD_00-2,True,MN_FZDD_00,MN_FZDD_00,암거래 상인1,MN_FZDD_00.Mesh.MN_FZDD_00_SK,MN_FZDD_00-2.Mat.MN_FZDD_00-2_MI,,,,,,,
MN,EFDLChar_MN_FZDD_00-3.MN_FZDD_00-3,MN_FZDD_00-3,True,MN_FZDD_00,MN_FZDD_00,암거래 상인2,MN_FZDD_00.Mesh.MN_FZDD_00_SK,MN_FZDD_00-3.Mat.MN_FZDD_00-3_MI,,,,,,,
MN,EFDLChar_MN_FZDD_00-4.MN_FZDD_00-4,MN_FZDD_00-4,True,MN_FZDD_00,MN_FZDD_00,암거래 상인3,MN_FZDD_00.Mesh.MN_FZDD_00_SK,MN_FZDD_00-4.Mat.MN_FZDD_00-4_MI,,,,,,,
MN,EFDLChar_MN_FZDD_00-5.MN_FZDD_00-5,MN_FZDD_00-5,True,MN_FZDD_00,MN_FZDD_00,현상수배범 쿤트,MN_FZDD_00.Mesh.MN_FZDD_00_SK,MN_FZDD_00-5.Mat.MN_FZDD_00-5_MI,,,,,,,
MN,EFDLChar_MN_FZKR_00.MN_FZKR_00,MN_FZKR_00,False,MN_FZKR_00,MN_FZKR_00,카스릭,MN_FZKR_00.Mesh.MN_FZKR_00_SK,,MN_FZKR_00.Ani.MN_FZKR_00_Ani,MN_FZKR_00.Ani.MN_FZKR_00_Physics,,MN_FZKR_00.Mesh.WP_FZKR_00,,,fx_mn_01.Par_E_FZKR_Light_01
MN,EFDLChar_MN_FZMG_00.MN_FZMG_00,MN_FZMG_00,False,MN_FZMG_00,MN_FZMG_00,묘지기 유령,MN_FZMG_00.Mesh.MN_FZMG_00_SK,,MN_FZMG_00.Ani.MN_FZMG_00_Ani,MN_FZMG_00.Ani.MN_FZMG_00_Physics,,,,,FX_CM_02.Light.Par_C_Light_010
MN,EFDLChar_MN_FZMG_00-1.MN_FZMG_00-1,MN_FZMG_00-1,True,MN_FZMG_00,MN_FZMG_00,혼돈의감시자,MN_FZMG_00.Mesh.MN_FZMG_00_SK,MN_FZMG_00-1.Mat.MN_FZMG_00-1_MI,MN_FZMG_00.Ani.MN_FZMG_00_Ani,MN_FZMG_00.Ani.MN_FZMG_00_Physics,,,,,FX_CM_02.Light.Par_C_Light_010
MN,EFDLChar_MN_FZMG_00-2.MN_FZMG_00-2,MN_FZMG_00-2,True,MN_FZMG_00,MN_FZMG_00,어둠의 감시자,MN_FZMG_00.Mesh.MN_FZMG_00_SK,MN_FZMG_00-2.Mat.MN_FZMG_00-2_MI,MN_FZMG_00.Ani.MN_FZMG_00_Ani,MN_FZMG_00.Ani.MN_FZMG_00_Physics,,,,,FX_CM_02.Light.Par_C_Light_010
MN,EFDLChar_MN_FZMG_00-3.MN_FZMG_00-3,MN_FZMG_00-3,True,MN_FZMG_00,MN_FZMG_00,미궁지기 유령,MN_FZMG_00.Mesh.MN_FZMG_00_SK,MN_FZMG_00-3.Mat.MN_FZMG_00-3_MI,MN_FZMG_00.Ani.MN_FZMG_00_Ani,MN_FZMG_00.Ani.MN_FZMG_00_Physics,,,,,
MN,EFDLChar_MN_FZPM_00.MN_FZPM_00,MN_FZPM_00,False,MN_FZPM_00,MN_FZPM_00,판데몬,MN_FZPM_00.Mesh.MN_FZPM_00_SK,,MN_FZPM_00.Ani.MN_FZPM_00_Ani,MN_FZPM_00.Ani.MN_FZPM_00_Physics,,MN_FZPM_00.Mesh.MN_FZPM_00_Weapon,,,
MN,EFDLChar_MN_GSTBM_00.MN_GSTBM_00,MN_GSTBM_00,False,MN_GSTBM_00,MN_GSTBM_00,베히모스,MN_GSTBM_00.Mesh.MN_GSTBM_00_SK,,MN_GSTBM_00.Ani.MN_GSTBM_00_Ani_BK,MN_GSTBM_00.Mesh.MN_GSTBM_00_Physics,,,,,
MN,EFDLChar_MN_GSTSA_00.MN_GSTSA_00,MN_GSTSA_00,False,MN_GSTSA_00,MN_GSTSA_00,유령선 선원,MN_GSTSA_00.Mesh.MN_GSTSA_00_SK,,MN_GSTSA_00.Ani.MN_GSTSA_00_Ani,MN_GSTSA_00.Ani.MN_GSTSA_00_Physics,,MN_GSTSA_00.Mesh.MN_GSTSA_Weapon,,,
MN,EFDLChar_MN_GSTSA_01.MN_GSTSA_01,MN_GSTSA_01,True,MN_GSTSA_00,MN_GSTSA_01,유령선 선장,MN_GSTSA_01.Mesh.MN_GSTSA_01_SK,,MN_GSTSA_01.Ani.MN_GSTSA_01_Ani,MN_GSTSA_01.Ani.MN_GSTSA_01_Physics,,MN_GSTSA_00.Mesh.MN_GSTSA_Weapon,,,
MN,EFDLChar_MN_HUMWR_00.MN_HUMWR_00,MN_HUMWR_00,False,MN_HUMWR_00,MN_HUMWR_00,야만전사,MN_HUMWR_00.Mesh.MN_HUMWR_00_SK,,,,,,,,
MN,EFDLChar_MN_KGBG_00.MN_KGBG_00,MN_KGBG_00,False,MN_KGBG_00,MN_KGBG_00,청동거인,MN_KGBG_00.Mesh.MN_KGBG_00_SK,,MN_KGBG_00.Ani.MN_KGBG_00_Ani,MN_KGBG_00.Ani.MN_KGBG_00_Physics,,,,,
MN,EFDLChar_MN_KGBR_00.MN_KGBR_00,MN_KGBR_00,False,MN_KGBR_00,MN_KGBR_00,발키리,MN_KGBR_00.Mesh.MN_KGBR_00_SK,,MN_KGBR_00.Ani.MN_KGBR_00_Ani,MN_KGBR_00.Ani.MN_KGBR_00_Physics,,WP_MN_KGBR_00.Mesh.WP_MN_KGBR_00_SK,,,
MN,EFDLChar_MN_KGER_00.MN_KGER_00,MN_KGER_00,False,MN_KGER_00,MN_KGER_00,엘베르,MN_KGER_00.Mesh.MN_KGER_00_SK,,MN_KGER_00.Ani.MN_KGER_00_Ani,MN_KGER_00.Ani.MN_KGER_00_Physics,,MN_KGER_00.Mesh.WP_MN_KGER_SW,MN_KGER_00.Mesh.WP_MN_KGER_SH,,fx_mn_01.Par_C_KGER_Parts_01
MN,EFDLChar_MN_KGGW_00.MN_KGGW_00,MN_KGGW_00,False,MN_KGGW_00,MN_KGGW_00,다이나웨일-0,MN_KGGW_00.Mesh.MN_KGGW_00_SK,,,,,,,,
MN,EFDLChar_MN_KGGW_03.MN_KGGW_03,MN_KGGW_03,True,MN_KGGW_00,MN_KGGW_03,다이나웨일-3,MN_KGGW_03.Mesh.MN_KGGW_03_SK,,MN_KGGW_03.Ani.MN_KGGW_03_Ani,,,,,,
MN,EFDLChar_MN_KGGW_RIDEPCS.MN_KGGW_RidePCs,MN_KGGW_RidePCs,True,MN_KGGW_00,MN_KGGW_RidePCs,,MN_KGGW_00_TE.Mesh.MN_KGGW_00_SK,,MN_KGGW_00_TE.Mesh.MN_KGGW_00_Anim,MN_KGGW_00_TE.Mesh.MN_KGGW_00_Physics,,,,,
MN,EFDLChar_MN_KGIM_00.MN_KGIM_00,MN_KGIM_00,False,MN_KGIM_00,MN_KGIM_00,철거인,MN_KGIM_00.Mesh.MN_KGIM_00_SK,,MN_KGIM_00.Ani.MN_KGIM_00_Ani,MN_KGIM_00.Mesh.MN_KGIM_00_Physics,,MN_KGIM_00.Mesh.MN_KGIM_00_Weapon_SK,,,FX_CM_02.LensFlare.Par_E_LensFlare_07
MN,EFDLChar_MN_KGIM_01.MN_KGIM_01,MN_KGIM_01,True,MN_KGIM_00,MN_KGIM_01,철거인 기둥,MN_KGIM_01.Mesh.MN_KGIM_01_SK,,MN_KGIM_01.Ani.MN_KGIM_01_Ani,MN_KGIM_01.Mesh.MN_KGIM_01_Physics,,,,,
MN,EFDLChar_MN_KGRP_00.MN_KGRP_00,MN_KGRP_00,False,MN_KGRP_00,MN_KGRP_00,,MN_KGRP_00.Mesh.MN_KGRP_00_SK,,,,,,,,
MN,EFDLChar_MN_KGSN_00.MN_KGSN_00,MN_KGSN_00,False,MN_KGSN_00,MN_KGSN_00,천계의 기사,MN_KGSN_00.Mesh.MN_KGSN_00_SK,,MN_KGSN_00.Ani.MN_KGSN_00_Ani,MN_KGSN_00.Mesh.MN_KGSN_00_Physics,,MN_KGSN_00.Mesh.MN_KGSN_00_WP_00_SK,MN_KGSN_00.Mesh.MN_KGSN_00_WP_01_SK,,
MN,EFDLChar_MN_KGSP_00.MN_KGSP_00,MN_KGSP_00,False,MN_KGSP_00,MN_KGSP_00,천계의 사제,MN_KGSP_00.Mesh.MN_KGSP_00_SK,,MN_KGSP_00.Ani.MN_KGSP_00_Ani,MN_KGSP_00.Ani.MN_KGSP_00_Physics,,,,,
MN,EFDLChar_MN_KGSS_00.MN_KGSS_00,MN_KGSS_00,False,MN_KGSS_00,MN_KGSS_00,창공의 그림자,MN_KGSS_00.Mesh.MN_KGSS_00_SK,,MN_KGSS_00.Ani.MN_KGSS_00_Ani,MN_KGSS_00.Ani.MN_KGSS_00_Physics,,,,,
MN,EFDLChar_MN_KGSS_01.MN_KGSS_01,MN_KGSS_01,True,MN_KGSS_00,MN_KGSS_01,창공의 그림자_안장,MN_KGSS_01.Mesh.MN_KGSS_01_SK,,MN_KGSS_00.Ani.MN_KGSS_00_Ani,MN_KGSS_00.Ani.MN_KGSS_00_Physics,,,,,
MN,EFDLChar_MN_KGTS_00.MN_KGTS_00,MN_KGTS_00,False,MN_KGTS_00,MN_KGTS_00,타브리스,MN_KGTS_00.Mesh.MN_KGTS_00_SK,,MN_KGTS_00.Ani.MN_KGTS_00_Ani,MN_KGTS_00.Mesh.MN_KGTS_00_Physics,,,,,
mn,EFDLChar_MN_LGAR_00.mn_lgar_00,mn_lgar_00,False,mn_lgar_00,mn_lgar_00,독화살 도굴단원,mn_lgar_00.Mesh.MN_LGAR_00_SK,,MN_LGAR_00.Ani.MN_LGAR_00_Ani,MN_LGAR_00.Ani.MN_LGAR_00_Physics,,,,,
MN,EFDLChar_MN_LGBK_00.MN_LGBK_00,MN_LGBK_00,False,MN_LGBK_00,MN_LGBK_00,불칸,MN_LGBK_00.Mesh.MN_LGBK_00_SK,,MN_LGBK_00.Ani.MN_LGBK_00_Ani,MN_LGBK_00.Mesh.MN_LGBK_00_Physics,,,,,
MN,EFDLChar_MN_LGBK_00-1.MN_LGBK_00-1,MN_LGBK_00-1,True,MN_LGBK_00,MN_LGBK_00,불칸 베리-1,MN_LGBK_00.Mesh.MN_LGBK_00_SK,MN_LGBK_00-1.Mat.MN_LGBK_00-1_MI,MN_LGBK_00.Ani.MN_LGBK_00_Ani,MN_LGBK_00.Mesh.MN_LGBK_00_Physics,,,,,
MN,EFDLChar_MN_LGCL_00.MN_LGCL_00,MN_LGCL_00,False,MN_LGCL_00,MN_LGCL_00,크로우클로우,MN_LGCL_00.Mesh.MN_LGCL_00_SK,,MN_LGCL_00.Ani.MN_LGCL_00_Ani,MN_LGCL_00.Ani.MN_LGCL_00_Physics,,,,,
MN,EFDLChar_MN_LGDG_00.MN_LGDG_00,MN_LGDG_00,False,MN_LGDG_00,MN_LGDG_00,마군단 거인병,MN_LGDG_00.Mesh.MN_LGDG_00_SK,,MN_LGDG_00.Ani.MN_LGDG_00_Ani,MN_LGDG_00.Ani.MN_LGDG_00_Physics,,,,,FX_CM_02.LensFlare.Par_E_LensFlare_05_1
MN,EFDLChar_MN_LGDG_00-1.MN_LGDG_00-1,MN_LGDG_00-1,True,MN_LGDG_00,MN_LGDG_00,마군단 정예병,MN_LGDG_00.Mesh.MN_LGDG_00_SK,MN_LGDG_00-1.Mat.MN_LGDG_00-1_MI,MN_LGDG_00.Ani.MN_LGDG_00_Ani,MN_LGDG_00.Ani.MN_LGDG_00_Physics,,,,,FX_CM_02.LensFlare.Par_E_LensFlare_07
